area,area_title,occ_code,occ_title,tot_emp,loc_quotient,h_mean,a_mean
50,Vermont,33-0000,Protective Service Occupations,"5,400",0.75,21.64,"45,020"
51,Virginia,33-0000,Protective Service Occupations,"1,03,270",1.13,23.02,"47,880"
53,Washington,33-0000,Protective Service Occupations,"66,080",0.85,28.53,"59,340"
54,West Virginia,33-0000,Protective Service Occupations,"14,780",0.89,17.61,"36,620"
55,Wisconsin,33-0000,Protective Service Occupations,"51,900",0.77,21.47,"44,650"
56,Wyoming,33-0000,Protective Service Occupations,"5,900",0.92,21.89,"45,520"
1,Alabama,35-0000,Food Preparation and Serving Related Occupations,"1,78,590",0.99,10.28,"21,380"
2,Alaska,35-0000,Food Preparation and Serving Related Occupations,"27,030",0.93,13.84,"28,780"
4,Arizona,35-0000,Food Preparation and Serving Related Occupations,"2,64,850",1.03,13.21,"27,470"
5,Arkansas,35-0000,Food Preparation and Serving Related Occupations,"1,08,860",0.97,10.52,"21,880"
6,California,35-0000,Food Preparation and Serving Related Occupations,"15,94,570",1.01,13.91,"28,930"
8,Colorado,35-0000,Food Preparation and Serving Related Occupations,"2,55,250",1.05,13.12,"27,300"
9,Connecticut,35-0000,Food Preparation and Serving Related Occupations,"1,38,740",0.9,13.85,"28,810"
10,Delaware,35-0000,Food Preparation and Serving Related Occupations,"43,390",1.05,12.13,"25,230"
11,District of Columbia,35-0000,Food Preparation and Serving Related Occupations,"59,210",0.9,18.02,"37,480"
12,Florida,35-0000,Food Preparation and Serving Related Occupations,"9,33,780",1.17,12.25,"25,470"
13,Georgia,35-0000,Food Preparation and Serving Related Occupations,"4,18,900",1.03,10.35,"21,520"
15,Hawaii,35-0000,Food Preparation and Serving Related Occupations,"85,770",1.45,17.94,"37,320"
16,Idaho,35-0000,Food Preparation and Serving Related Occupations,"63,620",0.98,10.68,"22,210"
17,Illinois,35-0000,Food Preparation and Serving Related Occupations,"5,06,720",0.92,11.75,"24,440"
18,Indiana,35-0000,Food Preparation and Serving Related Occupations,"2,80,950",1,10.71,"22,280"
19,Iowa,35-0000,Food Preparation and Serving Related Occupations,"1,32,460",0.93,11.07,"23,020"
20,Kansas,35-0000,Food Preparation and Serving Related Occupations,"1,22,590",0.96,10.45,"21,740"
21,Kentucky,35-0000,Food Preparation and Serving Related Occupations,"1,77,500",1.02,10.31,"21,450"
22,Louisiana,35-0000,Food Preparation and Serving Related Occupations,"1,88,490",1.07,10.09,"20,980"
23,Maine,35-0000,Food Preparation and Serving Related Occupations,"56,960",1.02,12.97,"26,970"
24,Maryland,35-0000,Food Preparation and Serving Related Occupations,"2,25,040",0.91,12.54,"26,090"
25,Massachusetts,35-0000,Food Preparation and Serving Related Occupations,"3,07,710",0.93,14.89,"30,960"
26,Michigan,35-0000,Food Preparation and Serving Related Occupations,"3,92,990",0.98,11.7,"24,340"
27,Minnesota,35-0000,Food Preparation and Serving Related Occupations,"2,42,170",0.91,12.87,"26,770"
28,Mississippi,35-0000,Food Preparation and Serving Related Occupations,"1,02,770",0.99,10.16,"21,130"
29,Missouri,35-0000,Food Preparation and Serving Related Occupations,"2,64,450",1.02,11.18,"23,250"
30,Montana,35-0000,Food Preparation and Serving Related Occupations,"51,120",1.19,11.32,"23,550"
31,Nebraska,35-0000,Food Preparation and Serving Related Occupations,"82,880",0.92,11.91,"24,780"
32,Nevada,35-0000,Food Preparation and Serving Related Occupations,"1,88,280",1.51,12.92,"26,880"
33,New Hampshire,35-0000,Food Preparation and Serving Related Occupations,"58,500",0.97,12.31,"25,600"
34,New Jersey,35-0000,Food Preparation and Serving Related Occupations,"3,07,540",0.82,13.13,"27,300"
35,New Mexico,35-0000,Food Preparation and Serving Related Occupations,"83,420",1.11,10.6,"22,060"
36,New York,35-0000,Food Preparation and Serving Related Occupations,"7,73,400",0.89,14.91,"31,000"
37,North Carolina,35-0000,Food Preparation and Serving Related Occupations,"4,26,490",1.05,10.94,"22,760"
38,North Dakota,35-0000,Food Preparation and Serving Related Occupations,"34,800",0.9,12.15,"25,270"
39,Ohio,35-0000,Food Preparation and Serving Related Occupations,"5,05,450",1.01,11.11,"23,100"
40,Oklahoma,35-0000,Food Preparation and Serving Related Occupations,"1,58,940",1.08,10.31,"21,450"
41,Oregon,35-0000,Food Preparation and Serving Related Occupations,"1,83,200",1.05,13.31,"27,690"
42,Pennsylvania,35-0000,Food Preparation and Serving Related Occupations,"5,05,080",0.93,11.73,"24,400"
44,Rhode Island,35-0000,Food Preparation and Serving Related Occupations,"49,510",1.11,13.59,"28,260"
45,South Carolina,35-0000,Food Preparation and Serving Related Occupations,"2,09,530",1.1,10.53,"21,910"
46,South Dakota,35-0000,Food Preparation and Serving Related Occupations,"41,760",1.07,11.16,"23,210"
47,Tennessee,35-0000,Food Preparation and Serving Related Occupations,"2,77,940",1.02,10.53,"21,900"
48,Texas,35-0000,Food Preparation and Serving Related Occupations,"11,61,420",1.04,11.47,"23,860"
49,Utah,35-0000,Food Preparation and Serving Related Occupations,"1,11,300",0.83,11.32,"23,540"
50,Vermont,35-0000,Food Preparation and Serving Related Occupations,"26,560",0.94,15.07,"31,330"
51,Virginia,35-0000,Food Preparation and Serving Related Occupations,"3,35,430",0.95,11.67,"24,280"
53,Washington,35-0000,Food Preparation and Serving Related Occupations,"2,94,260",0.98,15.23,"31,670"
54,West Virginia,35-0000,Food Preparation and Serving Related Occupations,"63,300",0.98,10.98,"22,840"
55,Wisconsin,35-0000,Food Preparation and Serving Related Occupations,"2,45,820",0.93,11.19,"23,270"
56,Wyoming,35-0000,Food Preparation and Serving Related Occupations,"25,310",1.02,11.98,"24,920"
1,Alabama,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"58,310",0.98,12.29,"25,560"
2,Alaska,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"9,580",0.99,16.96,"35,280"
4,Arizona,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"84,740",0.99,13.55,"28,180"
5,Arkansas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"34,610",0.94,11.92,"24,800"
6,California,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"4,81,580",0.93,16.6,"34,530"
8,Colorado,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"83,120",1.04,15.01,"31,220"
9,Connecticut,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"56,620",1.12,16.93,"35,210"
10,Delaware,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"15,980",1.17,14.46,"30,080"
11,District of Columbia,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"22,700",1.04,16.91,"35,180"
12,Florida,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"3,29,130",1.25,13.01,"27,060"
13,Georgia,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"1,12,340",0.84,12.69,"26,400"
15,Hawaii,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"37,720",1.92,17.18,"35,730"
16,Idaho,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"23,650",1.1,13.36,"27,780"
17,Illinois,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"1,65,460",0.9,15,"31,190"
18,Indiana,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"85,850",0.92,13.26,"27,570"
19,Iowa,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"47,000",1,13.75,"28,610"
20,Kansas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"40,390",0.96,13.37,"27,800"
21,Kentucky,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"50,390",0.87,12.91,"26,850"
22,Louisiana,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"57,050",0.98,11.36,"23,620"
23,Maine,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"22,190",1.2,14.56,"30,280"
24,Maryland,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"85,930",1.05,14.81,"30,810"
25,Massachusetts,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"1,05,470",0.97,17.74,"36,900"
26,Michigan,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"1,24,690",0.95,13.76,"28,630"
27,Minnesota,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"85,820",0.98,15.85,"32,970"
28,Mississippi,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"35,550",1.04,11.34,"23,600"
29,Missouri,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"86,410",1.01,13.59,"28,280"
30,Montana,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"19,970",1.41,14.16,"29,450"
31,Nebraska,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"28,720",0.96,13.85,"28,800"
32,Nevada,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"70,830",1.72,15.11,"31,420"
33,New Hampshire,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"21,440",1.07,15.05,"31,300"
34,New Jersey,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"1,26,130",1.02,15.49,"32,220"
35,New Mexico,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"25,320",1.02,12.41,"25,810"
36,New York,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"3,10,580",1.08,17.54,"36,470"
37,North Carolina,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"1,33,890",1,12.6,"26,200"
38,North Dakota,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"13,980",1.1,15.35,"31,930"
39,Ohio,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"1,57,240",0.95,13.68,"28,460"
40,Oklahoma,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"43,990",0.9,12.06,"25,090"
41,Oregon,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"55,190",0.96,14.95,"31,100"
42,Pennsylvania,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"1,68,930",0.95,14.07,"29,260"
44,Rhode Island,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"15,600",1.06,15.79,"32,850"
45,South Carolina,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"70,960",1.13,12.1,"25,170"
46,South Dakota,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"16,750",1.3,12.83,"26,680"
47,Tennessee,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"81,360",0.9,12.62,"26,240"
48,Texas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"3,34,620",0.9,12.6,"26,200"
49,Utah,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"44,540",1,13.14,"27,330"
50,Vermont,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"10,530",1.13,15.57,"32,390"
51,Virginia,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"1,26,180",1.08,13.49,"28,060"
53,Washington,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"89,490",0.9,16.94,"35,230"
54,West Virginia,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"20,620",0.97,12.5,"26,000"
55,Wisconsin,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"81,710",0.94,13.99,"29,090"
56,Wyoming,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"11,120",1.35,14.39,"29,920"
1,Alabama,39-0000,Personal Care and Service Occupations,"49,460",0.68,11.17,"23,220"
2,Alaska,39-0000,Personal Care and Service Occupations,"12,610",1.06,15.94,"33,150"
4,Arizona,39-0000,Personal Care and Service Occupations,"1,12,180",1.07,13.28,"27,610"
5,Arkansas,39-0000,Personal Care and Service Occupations,"35,930",0.79,11.26,"23,410"
6,California,39-0000,Personal Care and Service Occupations,"9,53,830",1.49,14.3,"29,750"
8,Colorado,39-0000,Personal Care and Service Occupations,"93,270",0.94,15.01,"31,220"
9,Connecticut,39-0000,Personal Care and Service Occupations,"70,430",1.13,15.32,"31,870"
10,Delaware,39-0000,Personal Care and Service Occupations,"15,570",0.92,13.52,"28,130"
11,District of Columbia,39-0000,Personal Care and Service Occupations,"15,930",0.59,17.46,"36,310"
12,Florida,39-0000,Personal Care and Service Occupations,"2,49,900",0.77,13.31,"27,680"
13,Georgia,39-0000,Personal Care and Service Occupations,"1,08,110",0.65,12.52,"26,040"
15,Hawaii,39-0000,Personal Care and Service Occupations,"23,390",0.97,15.66,"32,580"
16,Idaho,39-0000,Personal Care and Service Occupations,"24,200",0.91,12.21,"25,390"
17,Illinois,39-0000,Personal Care and Service Occupations,"1,69,260",0.75,13.76,"28,610"
18,Indiana,39-0000,Personal Care and Service Occupations,"81,330",0.71,12,"24,960"
19,Iowa,39-0000,Personal Care and Service Occupations,"52,570",0.91,12.71,"26,430"
20,Kansas,39-0000,Personal Care and Service Occupations,"50,270",0.97,11.91,"24,780"
21,Kentucky,39-0000,Personal Care and Service Occupations,"57,070",0.8,12.62,"26,240"
22,Louisiana,39-0000,Personal Care and Service Occupations,"73,430",1.02,10.77,"22,400"
23,Maine,39-0000,Personal Care and Service Occupations,"26,850",1.18,13.39,"27,840"
24,Maryland,39-0000,Personal Care and Service Occupations,"92,370",0.91,14.44,"30,030"
25,Massachusetts,39-0000,Personal Care and Service Occupations,"1,61,500",1.2,16.32,"33,950"
26,Michigan,39-0000,Personal Care and Service Occupations,"1,29,640",0.8,12.99,"27,020"
27,Minnesota,39-0000,Personal Care and Service Occupations,"1,44,070",1.33,13.72,"28,530"
28,Mississippi,39-0000,Personal Care and Service Occupations,"32,980",0.78,11.22,"23,350"
29,Missouri,39-0000,Personal Care and Service Occupations,"1,20,090",1.14,12.05,"25,070"
30,Montana,39-0000,Personal Care and Service Occupations,"15,730",0.9,12.64,"26,300"
31,Nebraska,39-0000,Personal Care and Service Occupations,"29,960",0.81,13.24,"27,540"
32,Nevada,39-0000,Personal Care and Service Occupations,"80,650",1.59,13.24,"27,540"
33,New Hampshire,39-0000,Personal Care and Service Occupations,"23,710",0.96,13.97,"29,060"
34,New Jersey,39-0000,Personal Care and Service Occupations,"1,21,810",0.8,15.65,"32,540"
35,New Mexico,39-0000,Personal Care and Service Occupations,"43,250",1.41,11.21,"23,320"
36,New York,39-0000,Personal Care and Service Occupations,"4,54,170",1.28,15.31,"31,830"
37,North Carolina,39-0000,Personal Care and Service Occupations,"1,21,590",0.74,12.46,"25,930"
38,North Dakota,39-0000,Personal Care and Service Occupations,"18,410",1.17,14.86,"30,920"
39,Ohio,39-0000,Personal Care and Service Occupations,"1,45,460",0.71,12.48,"25,960"
40,Oklahoma,39-0000,Personal Care and Service Occupations,"43,020",0.72,11.38,"23,670"
41,Oregon,39-0000,Personal Care and Service Occupations,"84,780",1.19,14.17,"29,470"
42,Pennsylvania,39-0000,Personal Care and Service Occupations,"2,65,740",1.21,12.65,"26,320"
44,Rhode Island,39-0000,Personal Care and Service Occupations,"17,590",0.97,14.39,"29,930"
45,South Carolina,39-0000,Personal Care and Service Occupations,"59,510",0.77,11.64,"24,210"
46,South Dakota,39-0000,Personal Care and Service Occupations,"14,700",0.92,12.58,"26,160"
47,Tennessee,39-0000,Personal Care and Service Occupations,"79,870",0.72,12.04,"25,040"
48,Texas,39-0000,Personal Care and Service Occupations,"4,16,030",0.91,11.3,"23,500"
49,Utah,39-0000,Personal Care and Service Occupations,"45,320",0.83,12.76,"26,550"
50,Vermont,39-0000,Personal Care and Service Occupations,"13,630",1.19,15.63,"32,520"
51,Virginia,39-0000,Personal Care and Service Occupations,"1,26,720",0.88,13.26,"27,580"
53,Washington,39-0000,Personal Care and Service Occupations,"1,20,640",0.98,16.49,"34,290"
54,West Virginia,39-0000,Personal Care and Service Occupations,"27,110",1.03,11.18,"23,260"
55,Wisconsin,39-0000,Personal Care and Service Occupations,"1,17,390",1.09,12.49,"25,990"
56,Wyoming,39-0000,Personal Care and Service Occupations,"8,300",0.82,13.81,"28,730"
1,Alabama,41-0000,Sales and Related Occupations,"2,11,600",1.08,16.92,"35,190"
2,Alaska,41-0000,Sales and Related Occupations,"25,910",0.82,18.02,"37,490"
4,Arizona,41-0000,Sales and Related Occupations,"2,89,090",1.03,18.5,"38,480"
5,Arkansas,41-0000,Sales and Related Occupations,"1,25,230",1.03,16.42,"34,160"
6,California,41-0000,Sales and Related Occupations,"16,34,110",0.96,21.67,"45,070"
8,Colorado,41-0000,Sales and Related Occupations,"2,91,900",1.11,23.01,"47,850"
9,Connecticut,41-0000,Sales and Related Occupations,"1,60,550",0.96,22.81,"47,440"
10,Delaware,41-0000,Sales and Related Occupations,"48,190",1.07,18.77,"39,040"
11,District of Columbia,41-0000,Sales and Related Occupations,"26,740",0.37,25.25,"52,510"
12,Florida,41-0000,Sales and Related Occupations,"10,58,680",1.22,18.59,"38,660"
13,Georgia,41-0000,Sales and Related Occupations,"4,72,320",1.07,18.16,"37,770"
15,Hawaii,41-0000,Sales and Related Occupations,"63,240",0.98,18.46,"38,400"
16,Idaho,41-0000,Sales and Related Occupations,"71,880",1.01,17.21,"35,790"
17,Illinois,41-0000,Sales and Related Occupations,"5,77,930",0.96,20.53,"42,700"
18,Indiana,41-0000,Sales and Related Occupations,"2,86,330",0.93,19,"39,520"
19,Iowa,41-0000,Sales and Related Occupations,"1,54,650",1,17.33,"36,040"
20,Kansas,41-0000,Sales and Related Occupations,"1,27,920",0.93,18.96,"39,430"
21,Kentucky,41-0000,Sales and Related Occupations,"1,78,080",0.94,16.58,"34,480"
22,Louisiana,41-0000,Sales and Related Occupations,"2,07,300",1.08,15.62,"32,500"
23,Maine,41-0000,Sales and Related Occupations,"57,760",0.95,17.55,"36,500"
24,Maryland,41-0000,Sales and Related Occupations,"2,62,320",0.97,20.47,"42,570"
25,Massachusetts,41-0000,Sales and Related Occupations,"3,17,270",0.88,23.52,"48,930"
26,Michigan,41-0000,Sales and Related Occupations,"4,15,460",0.96,19.62,"40,810"
27,Minnesota,41-0000,Sales and Related Occupations,"2,77,070",0.96,21.07,"43,830"
28,Mississippi,41-0000,Sales and Related Occupations,"1,15,820",1.03,14.61,"30,380"
29,Missouri,41-0000,Sales and Related Occupations,"2,77,800",0.99,18.44,"38,360"
30,Montana,41-0000,Sales and Related Occupations,"48,710",1.05,17.32,"36,020"
31,Nebraska,41-0000,Sales and Related Occupations,"95,410",0.97,18.45,"38,380"
32,Nevada,41-0000,Sales and Related Occupations,"1,40,120",1.04,17.67,"36,750"
33,New Hampshire,41-0000,Sales and Related Occupations,"77,030",1.17,19.83,"41,250"
34,New Jersey,41-0000,Sales and Related Occupations,"4,08,780",1,22.3,"46,390"
35,New Mexico,41-0000,Sales and Related Occupations,"78,410",0.96,15.97,"33,220"
36,New York,41-0000,Sales and Related Occupations,"9,23,140",0.98,26.06,"54,200"
37,North Carolina,41-0000,Sales and Related Occupations,"4,72,380",1.07,19.48,"40,520"
38,North Dakota,41-0000,Sales and Related Occupations,"38,580",0.92,19.56,"40,680"
39,Ohio,41-0000,Sales and Related Occupations,"5,15,320",0.95,19.3,"40,140"
40,Oklahoma,41-0000,Sales and Related Occupations,"1,62,690",1.02,17.51,"36,410"
41,Oregon,41-0000,Sales and Related Occupations,"1,80,430",0.95,19.48,"40,520"
42,Pennsylvania,41-0000,Sales and Related Occupations,"5,53,470",0.94,20.03,"41,670"
44,Rhode Island,41-0000,Sales and Related Occupations,"46,230",0.95,21.54,"44,800"
45,South Carolina,41-0000,Sales and Related Occupations,"2,27,570",1.1,16.63,"34,590"
46,South Dakota,41-0000,Sales and Related Occupations,"46,820",1.1,18.57,"38,620"
47,Tennessee,41-0000,Sales and Related Occupations,"2,87,500",0.97,18.03,"37,500"
48,Texas,41-0000,Sales and Related Occupations,"12,76,460",1.05,20.22,"42,070"
49,Utah,41-0000,Sales and Related Occupations,"1,39,980",0.96,18.84,"39,180"
50,Vermont,41-0000,Sales and Related Occupations,"28,250",0.92,19.38,"40,300"
51,Virginia,41-0000,Sales and Related Occupations,"3,97,690",1.03,19.78,"41,140"
53,Washington,41-0000,Sales and Related Occupations,"3,07,380",0.94,22.25,"46,280"
54,West Virginia,41-0000,Sales and Related Occupations,"67,260",0.96,14.74,"30,650"
55,Wisconsin,41-0000,Sales and Related Occupations,"2,63,570",0.92,19.5,"40,560"
56,Wyoming,41-0000,Sales and Related Occupations,"23,920",0.88,17.03,"35,410"
1,Alabama,43-0000,Office and Administrative Support Occupations,"2,80,290",0.96,16.74,"34,810"
2,Alaska,43-0000,Office and Administrative Support Occupations,"51,950",1.09,21.49,"44,690"
4,Arizona,43-0000,Office and Administrative Support Occupations,"4,72,350",1.12,18.27,"37,990"
5,Arkansas,43-0000,Office and Administrative Support Occupations,"1,70,230",0.93,16.16,"33,610"
6,California,43-0000,Office and Administrative Support Occupations,"24,38,780",0.95,20.79,"43,240"
8,Colorado,43-0000,Office and Administrative Support Occupations,"3,61,390",0.91,19.68,"40,930"
9,Connecticut,43-0000,Office and Administrative Support Occupations,"2,54,600",1.02,21.61,"44,940"
10,Delaware,43-0000,Office and Administrative Support Occupations,"71,050",1.05,19.12,"39,770"
11,District of Columbia,43-0000,Office and Administrative Support Occupations,"77,550",0.72,25.82,"53,710"
12,Florida,43-0000,Office and Administrative Support Occupations,"14,52,150",1.12,17.39,"36,170"
13,Georgia,43-0000,Office and Administrative Support Occupations,"6,43,490",0.97,17.63,"36,670"
15,Hawaii,43-0000,Office and Administrative Support Occupations,"89,730",0.93,19.61,"40,800"
16,Idaho,43-0000,Office and Administrative Support Occupations,"1,06,040",1,16.67,"34,670"
17,Illinois,43-0000,Office and Administrative Support Occupations,"8,90,740",0.99,18.88,"39,280"
18,Indiana,43-0000,Office and Administrative Support Occupations,"4,20,780",0.92,17.36,"36,110"
19,Iowa,43-0000,Office and Administrative Support Occupations,"2,17,850",0.94,18.04,"37,520"
20,Kansas,43-0000,Office and Administrative Support Occupations,"2,19,120",1.06,17.11,"35,580"
21,Kentucky,43-0000,Office and Administrative Support Occupations,"2,88,350",1.01,16.43,"34,170"
22,Louisiana,43-0000,Office and Administrative Support Occupations,"2,64,850",0.92,16.05,"33,380"
23,Maine,43-0000,Office and Administrative Support Occupations,"92,250",1.01,17.51,"36,420"
24,Maryland,43-0000,Office and Administrative Support Occupations,"3,89,220",0.96,19.93,"41,460"
25,Massachusetts,43-0000,Office and Administrative Support Occupations,"4,96,690",0.92,21.65,"45,040"
26,Michigan,43-0000,Office and Administrative Support Occupations,"6,12,950",0.94,18.04,"37,530"
27,Minnesota,43-0000,Office and Administrative Support Occupations,"4,05,970",0.94,19.76,"41,110"
28,Mississippi,43-0000,Office and Administrative Support Occupations,"1,63,150",0.96,15.61,"32,480"
29,Missouri,43-0000,Office and Administrative Support Occupations,"4,40,920",1.04,17.61,"36,640"
30,Montana,43-0000,Office and Administrative Support Occupations,"67,840",0.97,16.82,"34,990"
31,Nebraska,43-0000,Office and Administrative Support Occupations,"1,50,090",1.02,17.49,"36,390"
32,Nevada,43-0000,Office and Administrative Support Occupations,"2,04,430",1.01,17.69,"36,780"
33,New Hampshire,43-0000,Office and Administrative Support Occupations,"1,07,820",1.09,18.93,"39,370"
34,New Jersey,43-0000,Office and Administrative Support Occupations,"6,44,040",1.05,20.05,"41,700"
35,New Mexico,43-0000,Office and Administrative Support Occupations,"1,25,850",1.03,16.95,"35,250"
36,New York,43-0000,Office and Administrative Support Occupations,"14,80,630",1.05,21.28,"44,250"
37,North Carolina,43-0000,Office and Administrative Support Occupations,"6,29,880",0.95,17.57,"36,540"
38,North Dakota,43-0000,Office and Administrative Support Occupations,"56,770",0.9,18.74,"38,980"
39,Ohio,43-0000,Office and Administrative Support Occupations,"8,15,630",1,17.95,"37,340"
40,Oklahoma,43-0000,Office and Administrative Support Occupations,"2,54,090",1.06,17.01,"35,390"
41,Oregon,43-0000,Office and Administrative Support Occupations,"2,75,850",0.97,18.96,"39,440"
42,Pennsylvania,43-0000,Office and Administrative Support Occupations,"9,28,440",1.05,18.36,"38,190"
44,Rhode Island,43-0000,Office and Administrative Support Occupations,"72,280",0.99,19.93,"41,460"
45,South Carolina,43-0000,Office and Administrative Support Occupations,"3,04,960",0.98,16.81,"34,970"
46,South Dakota,43-0000,Office and Administrative Support Occupations,"63,050",0.99,15.48,"32,210"
47,Tennessee,43-0000,Office and Administrative Support Occupations,"4,68,630",1.05,17.41,"36,220"
48,Texas,43-0000,Office and Administrative Support Occupations,"19,94,750",1.09,18.03,"37,500"
49,Utah,43-0000,Office and Administrative Support Occupations,"2,39,340",1.09,17.13,"35,640"
50,Vermont,43-0000,Office and Administrative Support Occupations,"40,650",0.88,19.23,"39,990"
51,Virginia,43-0000,Office and Administrative Support Occupations,"5,41,670",0.94,18.77,"39,030"
53,Washington,43-0000,Office and Administrative Support Occupations,"4,42,170",0.9,20.9,"43,470"
54,West Virginia,43-0000,Office and Administrative Support Occupations,"1,04,270",0.99,15.91,"33,090"
55,Wisconsin,43-0000,Office and Administrative Support Occupations,"4,09,200",0.95,17.88,"37,200"
56,Wyoming,43-0000,Office and Administrative Support Occupations,"34,250",0.84,17.91,"37,250"
1,Alabama,45-0000,"Farming, Fishing, and Forestry Occupations","5,800",0.9,16.85,"35,050"
2,Alaska,45-0000,"Farming, Fishing, and Forestry Occupations",530,0.51,22.15,"46,080"
4,Arizona,45-0000,"Farming, Fishing, and Forestry Occupations","12,150",1.31,13.14,"27,330"
5,Arkansas,45-0000,"Farming, Fishing, and Forestry Occupations","6,280",1.56,15.59,"32,420"
6,California,45-0000,"Farming, Fishing, and Forestry Occupations","2,27,470",4.03,13.23,"27,520"
8,Colorado,45-0000,"Farming, Fishing, and Forestry Occupations","7,050",0.81,15.6,"32,450"
9,Connecticut,45-0000,"Farming, Fishing, and Forestry Occupations","1,180",0.21,16.74,"34,830"
10,Delaware,45-0000,"Farming, Fishing, and Forestry Occupations",930,0.63,17.26,"35,910"
11,District of Columbia,45-0000,"Farming, Fishing, and Forestry Occupations",240,0.1,22.58,"46,970"
12,Florida,45-0000,"Farming, Fishing, and Forestry Occupations","18,420",0.65,14.11,"29,350"
13,Georgia,45-0000,"Farming, Fishing, and Forestry Occupations","11,350",0.78,14.55,"30,260"
15,Hawaii,45-0000,"Farming, Fishing, and Forestry Occupations","1,000",0.47,18.6,"38,690"
16,Idaho,45-0000,"Farming, Fishing, and Forestry Occupations","6,380",2.73,15.38,"32,000"
17,Illinois,45-0000,"Farming, Fishing, and Forestry Occupations","5,600",0.28,16.17,"33,640"
18,Indiana,45-0000,"Farming, Fishing, and Forestry Occupations","3,710",0.37,14.83,"30,850"
19,Iowa,45-0000,"Farming, Fishing, and Forestry Occupations","5,680",1.11,16.96,"35,270"
20,Kansas,45-0000,"Farming, Fishing, and Forestry Occupations","3,820",0.84,16.25,"33,790"
21,Kentucky,45-0000,"Farming, Fishing, and Forestry Occupations","4,390",0.7,14.56,"30,280"
22,Louisiana,45-0000,"Farming, Fishing, and Forestry Occupations","4,670",0.74,17.59,"36,590"
23,Maine,45-0000,"Farming, Fishing, and Forestry Occupations","1,640",0.82,17.54,"36,470"
24,Maryland,45-0000,"Farming, Fishing, and Forestry Occupations","2,620",0.29,17.3,"35,980"
25,Massachusetts,45-0000,"Farming, Fishing, and Forestry Occupations","1,890",0.16,17.81,"37,040"
26,Michigan,45-0000,"Farming, Fishing, and Forestry Occupations","6,100",0.43,14.94,"31,070"
27,Minnesota,45-0000,"Farming, Fishing, and Forestry Occupations","3,980",0.42,17.46,"36,310"
28,Mississippi,45-0000,"Farming, Fishing, and Forestry Occupations","4,800",1.29,17.64,"36,690"
29,Missouri,45-0000,"Farming, Fishing, and Forestry Occupations","4,930",0.53,15.98,"33,230"
30,Montana,45-0000,"Farming, Fishing, and Forestry Occupations","1,910",1.24,15.75,"32,760"
31,Nebraska,45-0000,"Farming, Fishing, and Forestry Occupations","3,450",1.06,17,"35,360"
32,Nevada,45-0000,"Farming, Fishing, and Forestry Occupations",750,0.17,15.5,"32,240"
